,PL,RU,FR,MN,IN,JP,DE,CN,SK,GB,CD,GL,RW,GH,SD,NL,NO,AU,ES,AR,MX,BR,TH,CU,SV,SY,KR,PK,PE,KY,VN,IT,DK,SG,BE,FI,CH,SE,NG,ET,BS,PH,TM,IR,CL,EC,AE,ZA,KE,TD,ZW,AT,SA,GE,CI,EG,PT,LB,LY,QA,LK,HN,GR,BO,VE,NP,IE,HU,CZ,TR,LV,NZ,YE,TJ,ID,ER,UG,DZ,RO,MY,CR,LU,DO,BG,AF,IL,MA,GU,AM,DJ,MM,PG,CY,RE,UA,CO,GT,CM,EE,PW,TL,MR,CK,PF,NR,SI,UZ,EH,LT,GA,BJ,KZ,KG,OM,SS,JO,BD,WS,SR,IQ,BH,HT,MD,MV,NU,UY,TV,NI,MG,BZ,MP,GI,GQ,KP,IS,KH,MZ,AO,GY,NE,PA,KI,GF,JM,SN,AG,LI,RS,BB,AZ,HR,VC,AL,AW,SH,FM,CV,SB,AS,GP,BY,TN,KW,TZ,MK,YT,GW,BF,PY,SC,MF,CF,ML,MU,ZM,KM,GN,BA,GM,BQ,BT,XK,MQ,BN,SO,SZ,TW,MH,ME,SL,ST,MW,FO,MS,FJ,LR,BI,MC,GD,LA,NC,AQ,AI,MT,CG,TT,AD,LC,BM,TK,TO,DM,TC,BW,KN,GS,PS,LS,TG,VU,FK,WF,PM,US,IM,CA
CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997927253085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77939397637e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00474700580289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28270564861e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00105127542563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04532059558e-06,0.0,0.935014306065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000246161977727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283427129043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00327562682e-05,0.0,0.0
RW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947796816062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115932732842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000982185984739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596384403139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00242341769595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068979951856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,0.0,0.0,0.000717968972103,0.0,0.0,4.39294335443e-05,0.000401082284378,0.0,0.000333545448489,0.000330731500342,0.0,0.0,0.0,0.0,0.0,0.969040372339,4.81109838865e-05,8.75415402738e-05,0.000258260105101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5948628845e-05,0.000653882842555,0.0,0.0263288836558,0.000663108072081,7.41424708398e-06,0.0,0.0,0.0,0.0,8.95833098955e-06,0.0,2.01991453125e-06,0.0,0.0,0.000211850334306,4.93265784819e-05,0.0,0.0,0.0,0.000349032157371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000138723633462,0.0,0.0,0.0,0.0,8.79368994462e-06,5.11317246307e-05,0.0,0.0,0.0,0.0,0.0,1.05513855196e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.08544241288e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33900281971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96431347743e-05,0.0,0.0
NO,0.0,0.0,0.000239087585319,0.0,0.0,0.000163428177923,1.09555928805e-05,0.0,0.0,0.000889721901604,0.0,0.0,0.0,0.0,0.0,6.46748499239e-05,0.992753438312,5.58556319153e-05,0.000234143378163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16358311366e-07,0.0,0.0,0.0,0.0,1.20943895565e-05,0.0,0.0,0.0,7.01967593754e-05,2.48092182179e-05,0.00114572281903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.30439334252e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000240619595759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AU,0.0,0.0,0.000254452235977,0.0,6.69221224464e-06,0.000132257119758,0.000374881051116,1.44747125688e-05,2.14113902517e-05,0.000695979664375,0.0,0.0,0.0,0.0,0.0,0.000208869180839,9.91370423828e-05,0.989142402784,0.000478478165274,8.82416759136e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.21600287897e-05,0.0,0.000580544791808,0.0,0.0,0.000152832426259,0.0,0.00123093954979,0.0,5.0072416674e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73313882075e-05,0.0,0.0,0.0,0.0002036020918,0.0,0.0,0.0,0.000179478106696,0.0,0.0,0.0,0.0,0.0,0.0,0.00185791922084,0.0,0.0,0.0,0.0,0.0,1.87129476657e-05,0.0,0.0,0.0,0.0,0.0,3.16159224045e-05,0.0,0.0,0.0,0.0,0.000146975447953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00306578827149,0.0862241674575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00639658603086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000478819908128,0.0,0.00966402907867,0.0,0.0,0.0,0.0213882638128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00381520423987,0.0,0.0,0.0,0.0,0.0,0.0,0.00721814188888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545084119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148881228527,0.0,0.0,0.0,0.00877393048217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000301276972455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139688192208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71784946357e-05,0.0,0.0
ES,0.00986818806441,0.0,0.00169410892436,0.0,3.22183905984e-06,0.00115096579562,0.00192987784687,0.0,2.50720927886e-05,0.00147803656127,0.0,0.0,0.0,0.0,0.0,0.00103423036313,0.000697510338483,0.00080308572178,0.969107447009,0.0,0.00613198581815,0.000604248620672,1.24270753611e-05,0.0,0.0,0.0,5.54783511631e-06,0.000889733136054,0.00104155776155,0.0,0.0,0.00226744114599,0.000805886095449,1.5896436612e-06,0.00235284851763,0.000519363507447,6.49449292983e-05,6.58264774876e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000192694317739,0.0,0.000424106715086,0.000708777287353,0.0,0.0,0.0,0.00113895284414,0.0,0.0,0.0,0.0,0.0165377834882,0.0,0.0,0.0,0.0,0.0,0.00168723066664,0.0,0.0,0.0,0.000396305118727,0.0227737557431,0.00027492341134,0.000379925513086,0.0,0.0,0.0,0.0,0.000527453448091,0.0,0.0,0.0,0.00372722102052,0.0,0.0,8.17871525705e-06,0.0,0.00144258651921,0.0,3.25333406501e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00137625642413,0.000107546395922,0.0,0.00755375352252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97306472797e-05,0.0,0.0,0.0,0.0,0.0,0.00653265232343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00882593502881,0.0,0.0,0.0,0.0,0.0,0.00825405397416,0.0,0.0,0.00134737153993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000830157031229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36202351978e-06,0.0,0.0
AR,0.0,3.44809739684e-05,0.000695722203903,0.0,0.0,0.0,0.0,0.0,0.0,0.000102148587678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18175328705e-05,0.0,0.994741012254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07101237201e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000154118411282,0.0,0.0,0.0,0.0,4.15103940137e-05,1.23172986402e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80434541713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000148909069575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000254950835097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047902941742,0.0,0.0,0.0,0.0,0.000519299551455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48156106449e-05,0.0,0.00151000454354,0.0,0.0,0.0,0.00257770896117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00172139763308,0.0,0.0,0.0,0.0,0.0,0.0,0.00112783467014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000183902565164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00462648451292,0.0,0.0,0.0,9.83237345459e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00288580074735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00218262800325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26620442306e-05,0.0,0.0
MX,0.000396683765359,0.0,0.00158689251516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00442416632287,0.0,0.983734567127,2.28435879802e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43981606402e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000996783232469,0.0,0.0,0.0,0.038855036565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00359624270285,0.0,0.0,0.0,0.0,0.00904186529693,0.0,0.0,0.0,0.0,0.0,0.00190527951395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000301046176779,0.0,0.0248756382258,0.0,0.0371897235111,0.000838554044327,0.0,7.54462276578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00463533011856,0.0,0.0,0.000798656230458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00586051395721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00373460434791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185536538604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46584649409e-05
BR,0.000493683489943,0.0,0.0,0.0,2.40108578668e-07,0.0,0.0,0.0,0.0,0.000737571068077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000883811003812,0.0,4.63103167326e-05,0.997179896462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02748224771e-05,0.0,0.0,4.1318722628e-05,0.0,0.0,0.0,0.0,4.19046728081e-05,0.0,6.53225351726e-05,0.0,0.0,0.00459172923548,0.0,3.23274946433e-07,1.84294892775e-06,0.0,0.0,0.0,0.0,6.97344402861e-06,0.0,0.0,0.0,0.000807594869408,7.4703521702e-05,0.0,0.0,0.0,1.89760342839e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41972952513e-07,0.0,0.0,0.0,0.0,9.72707690335e-06,0.0,0.0,0.0,0.0,1.08791027033e-07,0.00172143286895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283968594479,0.0,0.0,0.00545873339905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07253856411e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00162170210416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106065074133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291017872549,0.0,0.0,2.44007095827e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186520805494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42603077252e-06,0.0,5.87516687322e-07
TH,0.0,0.0,7.38246311569e-05,0.0,9.40022157801e-05,5.8127400507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93491118077e-06,0.0,0.0,0.0,0.996816196297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71066761493e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000438326209613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32430075788e-05,0.0,3.87419694132e-05,0.0,0.0,0.00079490373092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000723517767838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68266041001e-07,0.0,0.0
