,CU,US,CA,AU,AR,BR,SV,TH,SY,IN,GB,MX,ES,KR,PK,KY,VN,NL,IT,DE,DK,NO,SG,BE,FI,CH,SE,GL,NG,JP,ET,BS,PH,TM,IR,RU,PE,CL,EC,ZA,KE,TD,ZW,AT,SA,GE,CI,FR,EG,PT,LB,SD,AE,LY,QA,LK,HN,GR,BO,VE,NP,IE,HU,CZ,GH,TR,PL,LV,NZ,YE,TJ,ID,ER,UG,DZ,RO,CN,MY,CR,LU,DO,BG,AF,IL,MA,RW,GU,AM,DJ,MM,CY,RE,UA,CO,GT,CM,EE,PW,TL,MR,CK,PF,NR,SI,UZ,LT,GA,BJ,CD,KZ,KG,OM,SS,JO,BD,WS,SR,IQ,BH,HT,MD,MV,PA,NU,PG,MN,UY,TV,NI,MG,BZ,MP,GI,GQ,KP,IS,KH,MZ,GY,NE,KI,GF,JM,SN,AO,LI,RS,BB,AZ,HR,VC,AL,AW,SH,FM,CV,SB,AS,GP,BY,TN,KW,TZ,SK,MK,YT,GW,BF,PY,SC,MF,CF,ML,MU,ZM,KM,GN,BA,GM,BQ,BT,XK,MQ,BN,SO,SZ,TW,MH,LR,AG,ME,SL,ST,MW,FO,EH,MS,FJ,BI,MC,GD,NC,AQ,AI,MT,CG,TT,AD,LC,LA,BM,TK,TO,DM,TC,BW,KN,GS,PS,LS,TG,VU,FK,WF,PM,IM
GB,0.000284174807136,8.79589936194e-05,3.48843312252e-06,0.000657742446615,0.000259972547331,0.000458196755847,0.0,0.0,0.0,9.53083670033e-06,0.969707391934,0.0,0.00132289197825,1.59574076324e-06,7.44975793203e-05,0.0,0.0,0.00130717311013,0.000911304496831,0.00551930218125,0.00899081705438,0.00269896189937,8.67078360654e-07,0.000540776685489,0.00333808306132,2.6852145114e-05,0.00386994640928,0.00395496311548,3.57897364765e-05,0.000101839679874,0.0,0.0,0.000401753340906,0.0,9.81715265123e-06,1.61169496568e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74860592964e-05,0.0,0.0,0.0,0.00224462372206,0.0,0.000489624072605,0.0,0.0,8.37941484074e-05,0.0,0.0,2.07726449447e-05,0.000160825825448,0.0,0.0,0.0,0.0,0.054159393657,0.000199379560744,0.000184275378183,0.0,4.50951854079e-05,0.000263838703541,0.0,0.0,0.0,0.0,7.0556079103e-05,0.0,0.0,0.0,0.000586786642516,1.6926139534e-05,0.0,0.0,1.60762158947e-06,0.00147974068272,0.00496616684712,0.0,0.0,0.0,0.0,0.00206834636927,0.0,0.0,0.0,0.0,0.0,1.61335640945e-06,0.000324222243033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21280822784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000291199394535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0636527121942,0.0,0.0,0.0,0.0,0.0,0.0,0.00353980674316,0.0,0.0,7.16874229812e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397810983878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000893988867281,0.0,0.0,0.0,1.83050156385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000691940942041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337098979018
MX,0.0,0.0,9.47787645673e-05,0.0,0.0,2.32012241345e-05,0.0,0.0,0.0,0.0,0.0,0.983376760391,0.00442520156033,0.0,0.0,0.0,0.0,0.0,3.44278441254e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108550133866,0.0,0.0,0.0388771268097,0.0,0.0,0.0,0.0,0.0,0.0,0.00159187284989,0.0,0.00366570873191,0.0,0.0,0.0,0.0,0.0,0.0,0.00904186529693,0.0,0.0,0.0,0.0,0.0,0.00190782534728,0.0,0.0,0.0,0.000398251001684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000301226982122,0.0,0.0,0.0253174157317,0.0,0.0366266200801,0.000838554044327,0.0,7.81929158115e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00466078774023,0.0,0.0,0.000765649779898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00624563544009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00373460434791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00186451552923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES,0.0,1.3653139654e-06,0.0,0.000703164242026,0.0,0.000613708656159,0.0,1.29432873929e-05,0.0,3.32087296381e-06,0.00149061379111,0.00626687714552,0.96914073403,5.84978423858e-06,0.000889186147969,0.0,0.0,0.00108274292095,0.00228754357193,0.00195741301341,0.000839680553503,0.000704542180774,1.5896436612e-06,0.00238499388236,0.000524712996371,6.57925224842e-05,6.61996308735e-05,0.0,0.0,0.00114921870543,0.0,0.0,0.0,0.0,0.0,0.0,0.00110625668009,0.000181869029212,0.0,0.000715503233369,0.0,0.0,0.0,0.00116573728643,0.0,0.0,0.0,0.00168939330209,0.0,0.0168630041344,0.0,0.0,0.000426299624564,0.0,0.0,0.0,0.0,0.00172157873489,0.0,0.0,0.0,0.000400985228669,0.0228041860217,0.000289394406163,0.0,0.000392544144779,0.00991252744976,0.0,0.0,0.0,0.0,0.000536476084544,0.0,0.0,0.0,0.00372945955243,0.0,0.0,0.0,8.17871525705e-06,0.0,0.00144258651921,0.0,3.37177463406e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013838149398,0.000107557093964,0.0,0.00724157591385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17011691178e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00769257660493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093507737041,0.0,0.0,0.0,0.0,0.0,0.0105774706676,0.0,0.0,0.00134737153993,0.0,0.0,0.0,0.0,2.50944981305e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000834251133539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR,0.0,0.0,0.0,3.95189574025e-05,0.0,0.0,0.0,0.0,0.0,1.07046236745e-05,1.86163043168e-06,0.0,6.05661860661e-06,0.986412863798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36740583179e-06,0.0,0.0,9.63584131138e-07,0.0,0.0,0.0,0.0,0.000794050551689,0.0,0.0,0.000113423427971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000936412028744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61927600498e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PK,0.0,6.86904609062e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24982646719e-05,0.0,0.000238319070729,0.0,0.976088823799,0.0,0.0,0.0,2.44739136002e-06,0.000148552765619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36558802073e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00215922492825,0.0,0.0,0.0,0.0,0.0,0.00722730177155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993047604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48800735266e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51269645013e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431791635387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,0.0,2.97147481654e-05,0.0,8.52925526878e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000328506464919,0.0,0.000241487923059,0.0,0.0,0.0,0.0,0.967635445458,2.01693040624e-05,0.000274978190762,0.000128101100687,4.85960073083e-05,0.0,0.025246411504,0.000669938142419,7.51101007032e-06,0.0,0.0,0.0,4.41265113586e-05,0.0,0.0,9.1519466798e-06,0.0,2.05603490154e-06,0.0,0.0,0.0,0.0,4.97946633231e-05,0.0,0.0,0.0,0.00035724025108,0.0,0.0,0.0,0.000720222363701,0.0,0.0,0.0,0.0,0.000212945739282,0.0,0.0,0.0,0.0,0.000141367952903,0.0,0.0,0.0,0.0,8.80544006778e-06,5.11347090233e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07318778757e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08544241288e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54812734886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000333843516938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,3.63743753134e-05,1.73044391846e-05,0.0,0.000216487151204,0.0,2.99205498337e-05,0.0,6.06485466412e-05,0.0,3.51822368276e-05,0.00105279794693,4.99883401273e-06,0.00234536337559,0.0,9.36220353059e-06,0.0,0.0,9.27174788527e-05,0.988226099216,0.00192250040701,0.00255129335436,3.73355740147e-05,0.0,0.00113529393268,0.000114574931262,0.000143215505129,0.000400344398874,0.0,0.0,5.67688617845e-05,0.0,0.0,0.000416642058745,0.0,0.0,3.83411219465e-07,0.000348009088182,0.00217861669051,0.0,7.99316975298e-05,0.0,0.0,0.0,6.71637802319e-05,0.0,0.0,0.0,0.00127164416511,0.0,0.000422670725072,0.0,0.0,0.0,5.51121481347e-05,0.0,0.0,0.00031446641968,0.00127869217042,0.0,0.0,0.0,0.00225784745213,0.00030896205087,0.000305689621117,0.0,0.0,0.00151056767952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185683337488,6.67728008818e-07,0.0,0.00038075356468,0.0,0.0,0.00529749527615,0.0,5.36902674784e-05,0.0,0.0,0.000264748335267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00114427168594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64567753083e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00245652999755,0.0,0.0,0.0,0.00426195820799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00449727424188,0.0,0.0,0.0,0.0,0.000184173490124,0.0,0.0,0.000433968300574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48059035071e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE,0.0,4.5695937504e-05,8.61746586702e-05,0.000871532461886,0.0,0.0,0.0,0.0,0.0,7.02718457473e-05,0.00875312647979,0.0,0.00275499459357,0.0,0.000780104733045,0.0,0.0,0.00173526763389,0.00263914927873,0.971918108008,0.0216039603451,4.68497911279e-05,0.000176842798004,0.00335248405807,0.00824022517383,0.0100136058218,0.00289265054767,0.0,0.0,7.99881296466e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112677565885,0.0,0.000875165656272,0.0,0.0,0.0,0.00622726043092,0.0,0.0,0.0,0.00802969176902,0.0,0.000215711713736,0.0,0.0,0.0,0.00120747323208,0.0,0.0,0.00188679851808,0.00198644191258,0.0,0.0,0.0,0.00308952220436,0.00229780927369,0.00114381934946,0.0,0.000145037423383,0.00529198623717,0.0,0.0,0.0,0.0,0.000531080741701,0.0,0.0,0.0,0.00292755658012,3.62525040157e-06,0.0,0.0,0.0,0.0,0.00455971326041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057874065185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000196894819017,0.0,0.0,0.0,0.00109893274244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000173833605758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00103883767537,0.0,8.61037119382e-05,0.0,0.0,0.0,0.0,5.88966478156e-05,0.000255168706895,0.0015739932691,0.948389955421,0.0,0.0,0.0,0.000279108654019,0.0,0.00454000470138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06522935212e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40260338816e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59954446272e-05,0.0,0.0,0.0,0.0,0.0,0.000104970720967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.0,5.44206717536e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00101091350334,0.0,0.00023419816679,4.39019227567e-07,0.0,0.0,0.0,7.24280874464e-05,1.21048262667e-05,1.10648586749e-05,0.0,0.992751903536,0.0,0.0,7.09197920518e-05,2.51330021458e-05,0.000819741485893,0.0,0.0,0.000164161355328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45265203513e-05,0.0,0.0,0.0,0.000239837942507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024861139929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG,0.0,0.00022644678646,0.0,0.000283437958199,0.0,0.0,0.0,0.0,0.0,0.0,1.37417768969e-07,0.0,2.23585469571e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.76722925191e-05,0.0,0.0,0.97554799865,0.0,0.0,9.66671868855e-06,0.0,0.0,0.0,8.60479795742e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3569871877e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00241846144346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42221866698e-06,0.0,0.0,7.81430880652e-05,0.0,0.0,0.0,0.0,2.98062271351e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
